Year,Region,StatArea,Section,LocationCode,LocationName,SpawnNumber,Eastings,Northings,Longitude,Latitude,Method,SurfSI,MacroSI,UnderSI,Survey
1980,CC,8,85,604,Keith Anch,7,855252.9670630775,739560.3000724434,-128.095,51.6493,Surface,4.694944036499999,NA,NA,Surface
1980,CC,8,85,604,Keith Anch,8,855252.9670630775,739560.3000724434,-128.095,51.6493,Surface,8.630629163999998,NA,NA,Surface
1980,CC,8,85,1363,Kwakume Pt,1,870748.5362682176,742604.373467234,-127.872,51.6805,Surface,0.27035373872793317,NA,NA,Surface
1980,CC,8,85,1363,Kwakume Pt,2,870748.5362682176,742604.373467234,-127.872,51.6805,Surface,14.966920349999997,NA,NA,Surface
1980,CC,8,85,1569,Fairmile Pass,1,873524.7585136477,737771.5889635537,-127.83,51.6378,Surface,5.2296225519999995,NA,NA,Surface
1980,CC,8,85,1569,Fairmile Pass,2,873524.7585136477,737771.5889635537,-127.83,51.6378,Surface,1.9428979679999996,NA,NA,Surface
1980,CC,8,85,1569,Fairmile Pass,3,873524.7585136477,737771.5889635537,-127.83,51.6378,Surface,8.713802448,NA,NA,Surface
1980,CC,8,85,1569,Fairmile Pass,4,873524.7585136477,737771.5889635537,-127.83,51.6378,Surface,17.53501488,NA,NA,Surface
1980,CC,8,85,1569,Fairmile Pass,5,873524.7585136477,737771.5889635537,-127.83,51.6378,Surface,24.823782399999995,NA,NA,Surface
1980,CC,8,85,1569,Fairmile Pass,6,873524.7585136477,737771.5889635537,-127.83,51.6378,Surface,15.44059048,NA,NA,Surface
1980,CC,8,85,1569,Fairmile Pass,7,873524.7585136477,737771.5889635537,-127.83,51.6378,Surface,6.36109424,NA,NA,Surface
1980,CC,8,85,1569,Fairmile Pass,8,873524.7585136477,737771.5889635537,-127.83,51.6378,Surface,12.416908415999998,NA,NA,Surface
1980,CC,8,85,1569,Fairmile Pass,9,873524.7585136477,737771.5889635537,-127.83,51.6378,Surface,32.741821248,NA,NA,Surface
1980,CC,8,85,1569,Fairmile Pass,10,873524.7585136477,737771.5889635537,-127.83,51.6378,Surface,6.64410048,NA,NA,Surface
1980,CC,8,85,1569,Fairmile Pass,11,873524.7585136477,737771.5889635537,-127.83,51.6378,Surface,15.825347999999998,NA,NA,Surface
1981,CC,6,67,425,Parsons Anch,1,814924.1242006755,837691.4666466974,-128.733,52.5167,Surface,233.91784746,NA,NA,Surface
1981,CC,6,67,425,Parsons Anch,2,814924.1242006755,837691.4666466974,-128.733,52.5167,Surface,84.347476233,NA,NA,Surface
1981,CC,6,67,425,Parsons Anch,3,814924.1242006755,837691.4666466974,-128.733,52.5167,Surface,10.30208364,NA,NA,Surface
1981,CC,6,67,425,Parsons Anch,4,814924.1242006755,837691.4666466974,-128.733,52.5167,Surface,39.921211996,NA,NA,Surface
1981,CC,6,67,425,Parsons Anch,5,814924.1242006755,837691.4666466974,-128.733,52.5167,Surface,77.674751,NA,NA,Surface
1981,CC,6,67,425,Parsons Anch,6,814924.1242006755,837691.4666466974,-128.733,52.5167,Surface,63.58873590899999,NA,NA,Surface
1981,CC,6,67,425,Parsons Anch,7,814924.1242006755,837691.4666466974,-128.733,52.5167,Surface,50.663943999999994,NA,NA,Surface
1981,CC,6,67,425,Parsons Anch,8,814924.1242006755,837691.4666466974,-128.733,52.5167,Surface,78.413402088,NA,NA,Surface
1981,CC,6,67,425,Parsons Anch,9,814924.1242006755,837691.4666466974,-128.733,52.5167,Surface,137.176087744,NA,NA,Surface
1981,CC,6,67,425,Parsons Anch,10,814924.1242006755,837691.4666466974,-128.733,52.5167,Surface,61.05413728,NA,NA,Surface
1981,CC,6,67,425,Parsons Anch,11,814924.1242006755,837691.4666466974,-128.733,52.5167,Surface,177.907646798,NA,NA,Surface
1981,CC,6,67,425,Parsons Anch,12,814924.1242006755,837691.4666466974,-128.733,52.5167,Surface,23.116517448000007,NA,NA,Surface
1981,CC,6,67,425,Parsons Anch,13,814924.1242006755,837691.4666466974,-128.733,52.5167,Surface,49.80632643599999,NA,NA,Surface
1981,CC,6,67,425,Parsons Anch,14,814924.1242006755,837691.4666466974,-128.733,52.5167,Surface,28.420353499999994,NA,NA,Surface
1981,CC,6,67,425,Parsons Anch,15,814924.1242006755,837691.4666466974,-128.733,52.5167,Surface,209.59533974399997,NA,NA,Surface
1981,CC,6,67,425,Parsons Anch,16,814924.1242006755,837691.4666466974,-128.733,52.5167,Surface,17.182120235,NA,NA,Surface
1981,CC,6,67,425,Parsons Anch,17,814924.1242006755,837691.4666466974,-128.733,52.5167,Surface,74.06538239999999,NA,NA,Surface
1981,CC,6,67,431,West Higgins Pass,1,814506.785126725,835665.2470885245,-128.738,52.4984,Surface,143.89861417600002,NA,NA,Surface
1981,CC,6,67,431,West Higgins Pass,2,814506.785126725,835665.2470885245,-128.738,52.4984,Surface,22.839530116499997,NA,NA,Surface
1981,CC,6,67,431,West Higgins Pass,3,814506.785126725,835665.2470885245,-128.738,52.4984,Surface,43.088459029,NA,NA,Surface
1981,CC,6,67,431,West Higgins Pass,4,814506.785126725,835665.2470885245,-128.738,52.4984,Surface,24.383256902999996,NA,NA,Surface
1981,CC,6,67,432,Osment Inlt,1,815454.5943754953,839144.1888275021,-128.726,52.5299,Surface,38.10937494,NA,NA,Surface
1981,CC,6,67,432,Osment Inlt,2,815454.5943754953,839144.1888275021,-128.726,52.5299,Surface,20.321956934999992,NA,NA,Surface
1981,CC,6,67,432,Osment Inlt,3,815454.5943754953,839144.1888275021,-128.726,52.5299,Surface,32.437236240000004,NA,NA,Surface
1981,CC,6,67,432,Osment Inlt,4,815454.5943754953,839144.1888275021,-128.726,52.5299,Surface,82.34026397999997,NA,NA,Surface
1981,CC,6,67,432,Osment Inlt,5,815454.5943754953,839144.1888275021,-128.726,52.5299,Surface,5.760290445,NA,NA,Surface
1981,CC,6,67,432,Osment Inlt,6,815454.5943754953,839144.1888275021,-128.726,52.5299,Surface,189.63695211000004,NA,NA,Surface
1981,CC,6,67,432,Osment Inlt,7,815454.5943754953,839144.1888275021,-128.726,52.5299,Surface,92.20986798,NA,NA,Surface
1981,CC,6,67,432,Osment Inlt,8,815454.5943754953,839144.1888275021,-128.726,52.5299,Surface,200.39175444,NA,NA,Surface
1981,CC,6,67,433,Wilby Pt,1,812218.0869872534,839560.1562232577,-128.774,52.5325,Surface,63.82958651999999,NA,NA,Surface
1981,CC,6,67,433,Wilby Pt,2,812218.0869872534,839560.1562232577,-128.774,52.5325,Surface,9.406033019999999,NA,NA,Surface
1981,CC,6,67,433,Wilby Pt,3,812218.0869872534,839560.1562232577,-128.774,52.5325,Surface,328.276196262,NA,NA,Surface
1981,CC,6,67,433,Wilby Pt,4,812218.0869872534,839560.1562232577,-128.774,52.5325,Surface,32.604599064,NA,NA,Surface
1981,CC,6,67,433,Wilby Pt,5,812218.0869872534,839560.1562232577,-128.774,52.5325,Surface,40.90972343999999,NA,NA,Surface
1981,CC,6,67,433,Wilby Pt,6,812218.0869872534,839560.1562232577,-128.774,52.5325,Surface,81.05424288,NA,NA,Surface
1981,CC,6,67,433,Wilby Pt,7,812218.0869872534,839560.1562232577,-128.774,52.5325,Surface,41.853094647999995,NA,NA,Surface
1981,CC,6,67,433,Wilby Pt,8,812218.0869872534,839560.1562232577,-128.774,52.5325,Surface,15.033223079999997,NA,NA,Surface
1981,CC,6,67,1456,Weeteeam Bay,1,795426.6345874321,838350.3507210694,-129.021,52.5155,Surface,25.729491645,NA,NA,Surface
1981,CC,6,67,1456,Weeteeam Bay,2,795426.6345874321,838350.3507210694,-129.021,52.5155,Surface,24.2242448175,NA,NA,Surface
1981,CC,6,67,1456,Weeteeam Bay,3,795426.6345874321,838350.3507210694,-129.021,52.5155,Surface,31.410139605,NA,NA,Surface
1981,CC,6,67,1456,Weeteeam Bay,4,795426.6345874321,838350.3507210694,-129.021,52.5155,Surface,10.1034349,NA,NA,Surface
1981,CC,6,67,1456,Weeteeam Bay,5,795426.6345874321,838350.3507210694,-129.021,52.5155,Surface,57.16070987249999,NA,NA,Surface
1981,CC,6,67,1456,Weeteeam Bay,6,795426.6345874321,838350.3507210694,-129.021,52.5155,Surface,37.21508141,NA,NA,Surface
1981,CC,6,67,1456,Weeteeam Bay,7,795426.6345874321,838350.3507210694,-129.021,52.5155,Surface,77.74140113999998,NA,NA,Surface
1981,CC,6,67,1456,Weeteeam Bay,8,795426.6345874321,838350.3507210694,-129.021,52.5155,Surface,12.8647458225,NA,NA,Surface
1981,CC,6,67,1456,Weeteeam Bay,9,795426.6345874321,838350.3507210694,-129.021,52.5155,Surface,53.515600449999994,NA,NA,Surface
1981,CC,6,67,1456,Weeteeam Bay,10,795426.6345874321,838350.3507210694,-129.021,52.5155,Surface,213.60999172499993,NA,NA,Surface
1981,CC,6,67,1456,Weeteeam Bay,11,795426.6345874321,838350.3507210694,-129.021,52.5155,Surface,67.1379076875,NA,NA,Surface
1981,CC,6,67,1456,Weeteeam Bay,12,795426.6345874321,838350.3507210694,-129.021,52.5155,Surface,74.08306190999998,NA,NA,Surface
1981,CC,6,67,1456,Weeteeam Bay,13,795426.6345874321,838350.3507210694,-129.021,52.5155,Surface,38.21597325,NA,NA,Surface
1981,CC,6,67,1456,Weeteeam Bay,14,795426.6345874321,838350.3507210694,-129.021,52.5155,Surface,71.78743064999999,NA,NA,Surface
1981,CC,6,67,1456,Weeteeam Bay,15,795426.6345874321,838350.3507210694,-129.021,52.5155,Surface,17.5519526,NA,NA,Surface
1981,CC,6,67,1456,Weeteeam Bay,16,795426.6345874321,838350.3507210694,-129.021,52.5155,Surface,10.319940426249998,NA,NA,Surface
1981,CC,6,67,1456,Weeteeam Bay,17,795426.6345874321,838350.3507210694,-129.021,52.5155,Surface,14.44440855,NA,NA,Surface
1981,CC,6,67,1456,Weeteeam Bay,18,795426.6345874321,838350.3507210694,-129.021,52.5155,Surface,82.51160319999998,NA,NA,Surface
1981,CC,6,67,1456,Weeteeam Bay,19,795426.6345874321,838350.3507210694,-129.021,52.5155,Surface,56.53772556249999,NA,NA,Surface
1981,CC,6,67,1456,Weeteeam Bay,20,795426.6345874321,838350.3507210694,-129.021,52.5155,Surface,26.11749465,NA,NA,Surface
1981,CC,6,67,1456,Weeteeam Bay,21,795426.6345874321,838350.3507210694,-129.021,52.5155,Surface,20.047088229999996,NA,NA,Surface
1981,CC,6,67,1456,Weeteeam Bay,22,795426.6345874321,838350.3507210694,-129.021,52.5155,Surface,36.27018076499999,NA,NA,Surface
1981,CC,6,67,1456,Weeteeam Bay,23,795426.6345874321,838350.3507210694,-129.021,52.5155,Surface,43.829385925,NA,NA,Surface
1981,CC,6,67,1456,Weeteeam Bay,24,795426.6345874321,838350.3507210694,-129.021,52.5155,Surface,59.70643362125,NA,NA,Surface
1981,CC,6,67,1456,Weeteeam Bay,25,795426.6345874321,838350.3507210694,-129.021,52.5155,Surface,66.79713949999999,NA,NA,Surface
1981,CC,6,67,1456,Weeteeam Bay,26,795426.6345874321,838350.3507210694,-129.021,52.5155,Surface,79.5188127825,NA,NA,Surface
1981,CC,6,67,1456,Weeteeam Bay,27,795426.6345874321,838350.3507210694,-129.021,52.5155,Surface,24.575473763749994,NA,NA,Surface
1981,CC,6,67,1456,Weeteeam Bay,28,795426.6345874321,838350.3507210694,-129.021,52.5155,Surface,38.7391602,NA,NA,Surface
1981,CC,6,67,1456,Weeteeam Bay,29,795426.6345874321,838350.3507210694,-129.021,52.5155,Surface,51.04614060000001,NA,NA,Surface
1981,CC,6,67,1456,Weeteeam Bay,30,795426.6345874321,838350.3507210694,-129.021,52.5155,Surface,43.94659439625,NA,NA,Surface
1981,CC,6,67,1456,Weeteeam Bay,31,795426.6345874321,838350.3507210694,-129.021,52.5155,Surface,36.21482709,NA,NA,Surface
1981,CC,6,67,1456,Weeteeam Bay,32,795426.6345874321,838350.3507210694,-129.021,52.5155,Surface,27.2936246375,NA,NA,Surface
1981,CC,6,67,1456,Weeteeam Bay,33,795426.6345874321,838350.3507210694,-129.021,52.5155,Surface,23.675151825,NA,NA,Surface
1981,CC,6,67,1456,Weeteeam Bay,34,795426.6345874321,838350.3507210694,-129.021,52.5155,Surface,26.11749465,NA,NA,Surface
1981,CC,6,67,1456,Weeteeam Bay,35,795426.6345874321,838350.3507210694,-129.021,52.5155,Surface,20.2068698,NA,NA,Surface
1981,CC,6,67,1457,Price Is,1,813135.8081327765,828319.2920835722,-128.754,52.4321,Surface,236.00632292249998,NA,NA,Surface
1981,CC,7,72,467,Watch Is,1,840653.2035182995,816482.4428203006,-128.343,52.3349,Surface,4.625200326705159,NA,NA,Surface
1981,CC,7,72,467,Watch Is,2,840653.2035182995,816482.4428203006,-128.343,52.3349,Surface,114.47843811161066,NA,NA,Surface
1981,CC,7,72,467,Watch Is,3,840653.2035182995,816482.4428203006,-128.343,52.3349,Surface,27.606530661881862,NA,NA,Surface
1981,CC,7,72,467,Watch Is,4,840653.2035182995,816482.4428203006,-128.343,52.3349,Surface,377.72013103759997,NA,NA,Surface
1981,CC,7,72,467,Watch Is,5,840653.2035182995,816482.4428203006,-128.343,52.3349,Surface,8.477429171064653,NA,NA,Surface
1981,CC,7,72,471,Berry Inlt,1,843036.2788578337,810245.8476511361,-128.305,52.2797,Surface,4.092787115999999,NA,NA,Surface
1981,CC,7,72,471,Berry Inlt,2,843036.2788578337,810245.8476511361,-128.305,52.2797,Surface,16.43362402,NA,NA,Surface
1981,CC,7,72,471,Berry Inlt,3,843036.2788578337,810245.8476511361,-128.305,52.2797,Surface,43.323589155,NA,NA,Surface
1981,CC,7,72,471,Berry Inlt,4,843036.2788578337,810245.8476511361,-128.305,52.2797,Surface,34.41884518599999,NA,NA,Surface
1981,CC,7,72,471,Berry Inlt,5,843036.2788578337,810245.8476511361,-128.305,52.2797,Surface,3.2035544639999998,NA,NA,Surface
1981,CC,7,72,471,Berry Inlt,6,843036.2788578337,810245.8476511361,-128.305,52.2797,Surface,3.867283904,NA,NA,Surface
1981,CC,7,72,471,Berry Inlt,7,843036.2788578337,810245.8476511361,-128.305,52.2797,Surface,31.466280383999997,NA,NA,Surface
1981,CC,7,72,471,Berry Inlt,8,843036.2788578337,810245.8476511361,-128.305,52.2797,Surface,118.60262656,NA,NA,Surface
1981,CC,7,72,471,Berry Inlt,9,843036.2788578337,810245.8476511361,-128.305,52.2797,Surface,19.837834015999995,NA,NA,Surface
1981,CC,7,72,471,Berry Inlt,10,843036.2788578337,810245.8476511361,-128.305,52.2797,Surface,26.253961492,NA,NA,Surface
1981,CC,7,72,471,Berry Inlt,11,843036.2788578337,810245.8476511361,-128.305,52.2797,Surface,15.140643209999995,NA,NA,Surface
1981,CC,7,72,471,Berry Inlt,12,843036.2788578337,810245.8476511361,-128.305,52.2797,Surface,3.907124539999999,NA,NA,Surface
1981,CC,7,72,480,Powell Anch,1,839471.2861790591,809604.6571408726,-128.357,52.2729,Surface,124.11940992,NA,NA,Surface
1981,CC,7,72,480,Powell Anch,2,839471.2861790591,809604.6571408726,-128.357,52.2729,Surface,65.13540561659998,NA,NA,Surface
1981,CC,7,72,480,Powell Anch,3,839471.2861790591,809604.6571408726,-128.357,52.2729,Surface,160.71099149160003,NA,NA,Surface
1981,CC,7,72,480,Powell Anch,4,839471.2861790591,809604.6571408726,-128.357,52.2729,Surface,32.28643251900001,NA,NA,Surface
1981,CC,7,72,480,Powell Anch,5,839471.2861790591,809604.6571408726,-128.357,52.2729,Surface,59.55974442,NA,NA,Surface
1981,CC,7,72,480,Powell Anch,6,839471.2861790591,809604.6571408726,-128.357,52.2729,Surface,794.6503090020001,NA,NA,Surface
1981,CC,7,72,480,Powell Anch,7,839471.2861790591,809604.6571408726,-128.357,52.2729,Surface,15.1433778375,NA,NA,Surface
1981,CC,7,72,480,Powell Anch,8,839471.2861790591,809604.6571408726,-128.357,52.2729,Surface,54.5697769617,NA,NA,Surface
1981,CC,7,72,480,Powell Anch,9,839471.2861790591,809604.6571408726,-128.357,52.2729,Surface,83.8214179803,NA,NA,Surface
1981,CC,7,72,480,Powell Anch,10,839471.2861790591,809604.6571408726,-128.357,52.2729,Surface,30.043659640499996,NA,NA,Surface
1981,CC,7,72,480,Powell Anch,11,839471.2861790591,809604.6571408726,-128.357,52.2729,Surface,18.893810562,NA,NA,Surface
1981,CC,7,72,484,Ivory Is,1,836539.6304823639,809580.4732966266,-128.4,52.2718,Surface,29.11036401,NA,NA,Surface
1981,CC,7,72,491,Cecilia Is,1,837802.861474237,812683.9351681826,-128.383,52.3,Surface,334.22749709999994,NA,NA,Surface
1981,CC,7,72,499,Lady Trutch Pass,1,840368.0061076423,818143.1045061332,-128.348,52.3497,Surface,73.59405056,NA,NA,Surface
1981,CC,7,72,499,Lady Trutch Pass,2,840368.0061076423,818143.1045061332,-128.348,52.3497,Surface,116.15651712,NA,NA,Surface
1981,CC,7,72,499,Lady Trutch Pass,3,840368.0061076423,818143.1045061332,-128.348,52.3497,Surface,73.71408847999999,NA,NA,Surface
1981,CC,7,72,499,Lady Trutch Pass,4,840368.0061076423,818143.1045061332,-128.348,52.3497,Surface,68.65034915999998,NA,NA,Surface
1981,CC,7,72,499,Lady Trutch Pass,5,840368.0061076423,818143.1045061332,-128.348,52.3497,Surface,15.633122059999998,NA,NA,Surface
1981,CC,7,72,499,Lady Trutch Pass,6,840368.0061076423,818143.1045061332,-128.348,52.3497,Surface,12.9291052,NA,NA,Surface
1981,CC,7,72,499,Lady Trutch Pass,7,840368.0061076423,818143.1045061332,-128.348,52.3497,Surface,54.83379264,NA,NA,Surface
1981,CC,7,72,499,Lady Trutch Pass,8,840368.0061076423,818143.1045061332,-128.348,52.3497,Surface,58.59567816,NA,NA,Surface
1981,CC,7,72,499,Lady Trutch Pass,9,840368.0061076423,818143.1045061332,-128.348,52.3497,Surface,27.844145779999995,NA,NA,Surface
1981,CC,7,72,529,Reid Pass,1,838818.9684615092,812515.9465002529,-128.368,52.2988,Surface,39.22527284700267,NA,NA,Surface
1981,CC,7,72,529,Reid Pass,2,838818.9684615092,812515.9465002529,-128.368,52.2988,Surface,10.83996375,NA,NA,Surface
1981,CC,7,74,498,St John Hrbr,1,831235.1937612593,800179.8465538066,-128.473,52.1859,Surface,53.36238228,NA,NA,Surface
1981,CC,7,74,498,St John Hrbr,2,831235.1937612593,800179.8465538066,-128.473,52.1859,Surface,438.6654976,NA,NA,Surface
1981,CC,7,74,498,St John Hrbr,3,831235.1937612593,800179.8465538066,-128.473,52.1859,Surface,96.97318127999998,NA,NA,Surface
1981,CC,7,74,498,St John Hrbr,4,831235.1937612593,800179.8465538066,-128.473,52.1859,Surface,1.3485417749260307,NA,NA,Surface
1981,CC,7,74,498,St John Hrbr,5,831235.1937612593,800179.8465538066,-128.473,52.1859,Surface,2.72215902,NA,NA,Surface
1981,CC,7,74,498,St John Hrbr,6,831235.1937612593,800179.8465538066,-128.473,52.1859,Surface,17.722543020000003,NA,NA,Surface
1981,CC,7,74,498,St John Hrbr,7,831235.1937612593,800179.8465538066,-128.473,52.1859,Surface,47.6789664,NA,NA,Surface
1981,CC,7,74,498,St John Hrbr,8,831235.1937612593,800179.8465538066,-128.473,52.1859,Surface,4.83454514809349,NA,NA,Surface
1981,CC,7,74,498,St John Hrbr,9,831235.1937612593,800179.8465538066,-128.473,52.1859,Surface,24.37743,NA,NA,Surface
1981,CC,7,74,536,Stryker Is,1,835890.3742528198,790436.9644233263,-128.4,52.1,Surface,44.61182015399999,NA,NA,Surface
1981,CC,7,74,536,Stryker Is,2,835890.3742528198,790436.9644233263,-128.4,52.1,Surface,15.747976364999998,NA,NA,Surface
1981,CC,7,74,536,Stryker Is,3,835890.3742528198,790436.9644233263,-128.4,52.1,Surface,36.028992384,NA,NA,Surface
1981,CC,7,74,536,Stryker Is,4,835890.3742528198,790436.9644233263,-128.4,52.1,Surface,294.32701003200003,NA,NA,Surface
1981,CC,7,74,536,Stryker Is,5,835890.3742528198,790436.9644233263,-128.4,52.1,Surface,116.170964448,NA,NA,Surface
1981,CC,7,74,536,Stryker Is,6,835890.3742528198,790436.9644233263,-128.4,52.1,Surface,50.62986521999998,NA,NA,Surface
1981,CC,7,74,536,Stryker Is,7,835890.3742528198,790436.9644233263,-128.4,52.1,Surface,148.7706528,NA,NA,Surface
1981,CC,7,74,536,Stryker Is,8,835890.3742528198,790436.9644233263,-128.4,52.1,Surface,122.85021810599999,NA,NA,Surface
1981,CC,7,74,536,Stryker Is,9,835890.3742528198,790436.9644233263,-128.4,52.1,Surface,45.05172671999999,NA,NA,Surface
1981,CC,7,74,536,Stryker Is,10,835890.3742528198,790436.9644233263,-128.4,52.1,Surface,35.9238275715,NA,NA,Surface
1981,CC,7,74,536,Stryker Is,11,835890.3742528198,790436.9644233263,-128.4,52.1,Surface,104.17359179700001,NA,NA,Surface
1981,CC,7,74,536,Stryker Is,12,835890.3742528198,790436.9644233263,-128.4,52.1,Surface,15.28861983,NA,NA,Surface
1981,CC,7,74,536,Stryker Is,13,835890.3742528198,790436.9644233263,-128.4,52.1,Surface,70.980787548,NA,NA,Surface
1981,CC,7,74,536,Stryker Is,14,835890.3742528198,790436.9644233263,-128.4,52.1,Surface,27.37742733,NA,NA,Surface
1981,CC,7,74,536,Stryker Is,15,835890.3742528198,790436.9644233263,-128.4,52.1,Surface,42.836250996000004,NA,NA,Surface
1981,CC,7,74,536,Stryker Is,16,835890.3742528198,790436.9644233263,-128.4,52.1,Surface,19.133669956499997,NA,NA,Surface
1981,CC,7,74,536,Stryker Is,17,835890.3742528198,790436.9644233263,-128.4,52.1,Surface,121.440459888,NA,NA,Surface
1981,CC,7,74,536,Stryker Is,18,835890.3742528198,790436.9644233263,-128.4,52.1,Surface,65.66091775650001,NA,NA,Surface
1981,CC,7,74,536,Stryker Is,19,835890.3742528198,790436.9644233263,-128.4,52.1,Surface,140.24677913399995,NA,NA,Surface
1981,CC,7,74,536,Stryker Is,20,835890.3742528198,790436.9644233263,-128.4,52.1,Surface,145.200732039,NA,NA,Surface
1981,CC,7,74,536,Stryker Is,21,835890.3742528198,790436.9644233263,-128.4,52.1,Surface,68.0067168,NA,NA,Surface
1981,CC,7,74,536,Stryker Is,22,835890.3742528198,790436.9644233263,-128.4,52.1,Surface,57.262830636,NA,NA,Surface
1981,CC,7,74,536,Stryker Is,23,835890.3742528198,790436.9644233263,-128.4,52.1,Surface,116.96474591999998,NA,NA,Surface
1981,CC,7,74,536,Stryker Is,24,835890.3742528198,790436.9644233263,-128.4,52.1,Surface,80.506691001,NA,NA,Surface
1981,CC,7,74,536,Stryker Is,25,835890.3742528198,790436.9644233263,-128.4,52.1,Surface,5.260379270251272,NA,NA,Surface
1981,CC,7,74,536,Stryker Is,26,835890.3742528198,790436.9644233263,-128.4,52.1,Surface,55.537216316999995,NA,NA,Surface
1981,CC,7,74,536,Stryker Is,27,835890.3742528198,790436.9644233263,-128.4,52.1,Surface,103.41437238,NA,NA,Surface
1981,CC,7,74,536,Stryker Is,28,835890.3742528198,790436.9644233263,-128.4,52.1,Surface,35.462147193,NA,NA,Surface
1981,CC,7,74,536,Stryker Is,29,835890.3742528198,790436.9644233263,-128.4,52.1,Surface,31.944495838199998,NA,NA,Surface
1981,CC,7,74,536,Stryker Is,30,835890.3742528198,790436.9644233263,-128.4,52.1,Surface,39.4633057302,NA,NA,Surface
1981,CC,7,74,536,Stryker Is,31,835890.3742528198,790436.9644233263,-128.4,52.1,Surface,82.22890368,NA,NA,Surface
1981,CC,7,74,537,Boddy Pass Nrws,1,841115.7696898472,793274.3275298858,-128.325,52.127,Surface,31.36789092,NA,NA,Surface
1981,CC,7,74,537,Boddy Pass Nrws,2,841115.7696898472,793274.3275298858,-128.325,52.127,Surface,48.71056371999999,NA,NA,Surface
1981,CC,7,74,537,Boddy Pass Nrws,3,841115.7696898472,793274.3275298858,-128.325,52.127,Surface,2.71511676,NA,NA,Surface
1981,CC,7,74,537,Boddy Pass Nrws,4,841115.7696898472,793274.3275298858,-128.325,52.127,Surface,10.12941576,NA,NA,Surface
1981,CC,7,74,537,Boddy Pass Nrws,5,841115.7696898472,793274.3275298858,-128.325,52.127,Surface,117.90334208799999,NA,NA,Surface
1981,CC,7,74,537,Boddy Pass Nrws,6,841115.7696898472,793274.3275298858,-128.325,52.127,Surface,53.362382279999984,NA,NA,Surface
1981,CC,7,74,537,Boddy Pass Nrws,7,841115.7696898472,793274.3275298858,-128.325,52.127,Surface,74.02801054,NA,NA,Surface
1981,CC,7,74,540,Princess Alice Is,1,835601.4038765917,796024.3721847641,-128.407,52.15,Surface,40.92738547999999,NA,NA,Surface
1981,CC,7,74,540,Princess Alice Is,2,835601.4038765917,796024.3721847641,-128.407,52.15,Surface,30.684766799999995,NA,NA,Surface
1981,CC,7,74,540,Princess Alice Is,3,835601.4038765917,796024.3721847641,-128.407,52.15,Surface,8.0800656,NA,NA,Surface
1981,CC,7,74,540,Princess Alice Is,4,835601.4038765917,796024.3721847641,-128.407,52.15,Surface,42.67181744,NA,NA,Surface
1981,CC,7,74,540,Princess Alice Is,5,835601.4038765917,796024.3721847641,-128.407,52.15,Surface,48.45568427999999,NA,NA,Surface
1981,CC,7,74,540,Princess Alice Is,6,835601.4038765917,796024.3721847641,-128.407,52.15,Surface,28.71636176,NA,NA,Surface
1981,CC,7,74,540,Princess Alice Is,7,835601.4038765917,796024.3721847641,-128.407,52.15,Surface,69.06226991999999,NA,NA,Surface
1981,CC,7,74,540,Princess Alice Is,8,835601.4038765917,796024.3721847641,-128.407,52.15,Surface,42.67181744,NA,NA,Surface
1981,CC,7,74,540,Princess Alice Is,9,835601.4038765917,796024.3721847641,-128.407,52.15,Surface,13.449181,NA,NA,Surface
1981,CC,7,74,540,Princess Alice Is,10,835601.4038765917,796024.3721847641,-128.407,52.15,Surface,47.12050464000002,NA,NA,Surface
1981,CC,7,74,543,Cape Mark,1,829659.3454201288,796163.2081872589,-128.494,52.1494,Surface,211.7481864,NA,NA,Surface
1981,CC,7,74,543,Cape Mark,2,829659.3454201288,796163.2081872589,-128.494,52.1494,Surface,24.37743,NA,NA,Surface
1981,CC,7,74,543,Cape Mark,3,829659.3454201288,796163.2081872589,-128.494,52.1494,Surface,192.028672,NA,NA,Surface
1981,CC,7,74,543,Cape Mark,4,829659.3454201288,796163.2081872589,-128.494,52.1494,Surface,54.80405099999999,NA,NA,Surface
1981,CC,7,74,543,Cape Mark,5,829659.3454201288,796163.2081872589,-128.494,52.1494,Surface,117.9063648,NA,NA,Surface
1981,CC,7,74,543,Cape Mark,6,829659.3454201288,796163.2081872589,-128.494,52.1494,Surface,32.1446088,NA,NA,Surface
1981,CC,7,74,543,Cape Mark,7,829659.3454201288,796163.2081872589,-128.494,52.1494,Surface,153.22379887999998,NA,NA,Surface
1981,CC,7,74,543,Cape Mark,8,829659.3454201288,796163.2081872589,-128.494,52.1494,Surface,32.1446088,NA,NA,Surface
1981,CC,7,74,543,Cape Mark,9,829659.3454201288,796163.2081872589,-128.494,52.1494,Surface,240.82108559999998,NA,NA,Surface
1981,CC,7,74,543,Cape Mark,10,829659.3454201288,796163.2081872589,-128.494,52.1494,Surface,21.778028999999997,NA,NA,Surface
1981,CC,7,74,543,Cape Mark,11,829659.3454201288,796163.2081872589,-128.494,52.1494,Surface,39.23171199999999,NA,NA,Surface
1981,CC,7,74,543,Cape Mark,12,829659.3454201288,796163.2081872589,-128.494,52.1494,Surface,4.1752544,NA,NA,Surface
1981,CC,7,74,543,Cape Mark,13,829659.3454201288,796163.2081872589,-128.494,52.1494,Surface,51.86173152,NA,NA,Surface
1981,CC,7,74,546,Houghton Is,1,834633.4450982953,793703.6018355422,-128.42,52.1289,Surface,52.92678912,NA,NA,Surface
